content,score,thumbsUpCount
Sangat tidak berguna..masak login gk bisa.trus..pdahal sudah tnya Kebank terdekat. Untuk bisa login disuruh isi dana 150 .udah diisi kok blm bisa juga login..gimana mau ngecek nya..login kok masalah no blum sesuai Mulu .pdahal di bank SMA nomor nya di hp,2,4
"Saya tidak bisa login brimo padahal user id, password, jaringan stabil, bahkan saya sudah menerima sms bri otp tapi setiap muncul buka brimo untuk aktivasi nya malah tidak bisa di pencet. Tolong dong solusinya, saya sangat sering transaksi dengan brimo dan ini sangat menganggu",2,14
"apk payah, kalau blm siap gak usah munculin apk mbanking.. mau daftar mbanking aja susahnya minta ampun ga bisa2, diulang berkali2 pun tetap ga bisa padahal jaringan stabil. So BADDDDDD!",1,2
Kenapa sekarang setelah di update aplikasi Brimo tidak bisa diakses kalau belum mematikan tombol aksesibilitas? padahal sebelum-sebelumnya bisa. Saya termasuk orang yg menggunakan tombol aksesibilitas untuk kemudahan menggunakan ponsel.,3,11
"Sudah bisa dengan cara downgrade aplikasinya, mungkin lain kali pihak BRI bisa dicek dulu aplikasinya sebelum di update ke playstore. Buat yang kena juga dicoba uninstall dulu aplikasinya, download app gallery, terus download lagi brimo lewat app gallery.",5,3
"tolong perbaiki aplikasi suka keluar sendiri mau login juga tidak bisa karena error aplikasinya, tolong perbaiki lagi saya sudah update aplikasi nya tapi anehnya setelah di update baru juga mau login aplikasinya udah keluar sendiri di pencet berulang kali tetap aja keluar sendiri",1,1
"Kenapa untuk melakukan transaksi slalu bermasalah pada jaringan, padahal udah coba pake wifi, dan coba ganti beberapa jaringan yang di gunakan untuk akses lain sangat lancar, namun saat di gunakan untuk transaksi di aplikasi ini sangat sulit",1,32
"Ngapain ada fast menu tanpa perlu login,, bahaya banget, asal sdh tw kode bayar, sudah tinggal ngirim bayar apalah sebagaix, tidak privasi lg ini mah,, sangat tdk berfaedah, bikin gampang di akses orang. Sangat berbahaya ni fast menu tanpa login",1,2
Saat transfer sering delay bufring lama. Padahal sinyal full. Kudu login ulang berung ulang baru bisa sukses transfer. Tolong di perbaiki apk nya.,4,2
"ada apa dengan brimo sy sudah melakukan pembelian pulsa 50rb 2 kali dgn nomor yg berbeda tp pulsa tidak masuk tp saldo rekening berkurang, tolong di perbaiki lagi hadeee, bikin rugi klw gini trs mana potong setiap blm lumayan banyak di Tamba notifikasi jg harus di potong",2,2
"Susah banget verivikasi wajah cahaya udah full smpe dilakukan diluar ruangan pke cahaya matahari posisi wajah sesuai tp tetep gagal emng yh bri mo nya dari dulu susah pelayanan juga susah gimana sh!!!!!!! update penilaiannn!!! kenapa hrs update apk mulu sh klo gak update gak bisa buka hrsnya gak gini juga lama"" makin banyak makan memoriiiiii😡😡😡 ribet bangettt!!!!",1,6
Saran untuk pembayaran pakai Qries agar Di percepat masuknya. Biar gak jadi salah faham antar pembeli 🙏 biar kita sebagai pengguna juga langsung bisa lihat transaksinya. Selebihnya untuk plikasi sangat bagus. Terimakasih 🙏,4,5
Kenapa ya sekarang brimo susah buat tf? Minta sinyal yang bener2 bagus baru bisa tf. Kalau dulu meskipun sinyal kurang bagus masih bisa tf. Mohon ditingkatkan kualitasnya admin. Jangan minta update mulu malah mengurangi kualitas sebelum diupdate. Update bukannya makin enak malah agak susah.,5,3
"Selama saya menggunakan aplikasinya, selalu ada pemberitahuan update padahal sebelumnya sudah diupdate, dan lagi saya tidak pernah merasa melakukan pengaduan tapi tiba"" ada notifikasi masuk, alhasil saya tidak bisa login ke akun saya sendiri, ku rasa keamanan BRI masih perlu diperbaiki lagi, karena jika keamanannya terjamin tidak mungkin kan data sepenting itu bisa bocor apalagi kalau ada yang melakukan pengaduan bukan atas nama sendiri seharusnya tidak perlu diterima, tolong diperbaiki lagi 🙏",1,2
"awalnya suka tp,lupa username/pasword.kenapa gk cukup kirim OTP aja ke email atau nomor hp. gak usah harus ke bank ngantri hanya untuk masalah ini. apk parah sistem sungguh aplikasi ribet. gak dibikin praktis.👎unistal aja gk guna. disuruh ke WA hasil tetap aja suruh ke bank. buat apa ada CS di WA gk bs selesaikan problem bangke",5,194
Ini kenapa ya brimo saya ngga bisa login tulisannya koneksi jaringan terus padahal wifi full udah di update hapus cache. Di install lagi ko tetep gabisa. Tolong dong min ini akun saya kenapa jadi gabisa transfer 😭,3,14
BRImo lg error'..sinyal kuat dan stabil..mungkin pengaruh cuaca..tolong di update bos..biar kecepatan ok..login sidik jari pun error'..transfer gagal..Aris lelet pisan tah kitu laporan ti urang Sumedang kotaa tahu tea,5,2
"Aplikasi maling...!!! Saldo aku selalu dipotong untuk biaya notifikasi padahal gak pernah menerima notifikasi apapun,, udah aku matikan fitur notifikasi sms dan Whatsapp dan masih tetap aja saldo terpotong 750 terus lama2 jadi banyak nanti",1,10
"tolong dong diperbaiki masa sekarang setiap transfer ga ada bukti transaksi yg keluar, pernah keluar sendiri dan jadinya ke transfer 2x, tadinya bisa liat bukti transaksi nya di gmail, sekarang malah tambah ga ada, gimana si nyusahin banget bagi yang jarang megang uang tunai dan beli apa-apa harus selalu nunjukin bukti transaksi nya itu jadi klo ga ada susahhh",1,9
"Aksebilitas itu karna ada aplikasi yg berpotensi mencuri data di hp kalian, dan kalian mengaktifkan aksebilitas untuk aplikasi yg berpotensi tersebut, sama aja kalian ngasih kunci rumah ke orang gk di kenal, menurut saya udah pas itu di nonaktifkan aksebilitas agar aman",5,5
Sangat mempermudah dalam transaksi serta transfer. Namun ada beberapa juga yang tidak bisa untuk transfer dan transaksi lewat online shopping dan game online di steam mohon di perbarui untuk para kaum BRI,4,3
"Kenapa ya aplikasi brimo saya tidak ada di menu, saya pikir terhapus, setelah saya cek di playstore ternyata sudah trinstal, tetapi di menu hp tidak ada, notifikasi masih ada, jadi saya kalau buka brimo harus ke playstore dulu",4,8
"Tiba2 tidak bisa akses brimo, karena password salah padahal udah yakin g ngapa2in. Hapus aplikasi, instal ulang, bersihkan cache, ubah password sampe 5 kali. Coba hubungi kontak bri dijawab jangan khawatir, disarankan coba terus. Sampe nulis reviu inipun belum berhasil.",5,3
"kenapa beli pulsa/kuota via BRImo gak masuk²? bahkan sampe berjam², ayolah masa sekelas BANK BRI sistemnya kaya gini, terus tips satu lagi Sensor saldonya jangan cuma di beranda doang tapi pas di layar transfer atau yang lainya di adai sensor saldonya, Ok terus tingkat lagi supaya citra BANK BRI terjaga terima kasih",4,3
"biasanya masukkan password langsung bisa. hari ini masukin password salah terus, disuruh update. setelah diupdate, malah tidak bisa dan tambah ribet. kalo buat aplikasi yang enak seperti dulu, update malah jadi ribet tidak bisa login. apa perlu saya pindah bank lainnya ?",1,1
"aplikasi sering bug, saldo beranda sering nggak sama dengan e-statement. tolong, sudah berbulan-bulan bug ini nggak diperbaiki. sangat menyusahkan dan membingungkan nasabah. mau transaksi jadi bingung",2,12
"Bank Bri ini seperti punya tuyul, karena hampir setiap hari dana saya di potong tidak jelas, dengan keterangan biaya sms notifikasi. Padahal saya tidak pernah menerima notifikasi sms. Kadang di potong 300ribu karena menerima 4 kali notifikasi sms. Paling dikit saldo saya di potong 750 rupiah. Kalau setiap hari bank bri dapat 750 rupiah dikala berapa ribu nasabah, tuyul.bank bri bisa kaya. Hebat tuyul jaman now, bank bisa ada tuyul nya.",1,12
"Sulit digunakan, muncul error, login sangat sulit hanya karena nomor handphone yang digunakan sudah didaftarkan namun tidak bisa masuk, giliran menggunakan nomor baru juga tidak bisa, saya butuh berjam2 hanya untuk upaya mendaftar dan itu sebuah kebodohan",1,1
setelah update..muncul notifikasi ...non aktifkan fitur aksesibilitas perangkat... sudah dinon aktifkan...tetap muncul terus notifikasinya... jadinya sampe saat ini tdk bisa transaksi pake brimo ...sudah hub call center wa..no respon,4,9
"Kok aplikasinya jadi nggak bisa dibuka ya? Padahal udah update. Baru dibuka, nutup lagi. Semua sudah dibersihkan. Terpaksa install ulang. Entah kalau nggak bisa lagi, gimana nasib saya yang mau transfer uang?",3,1
"Saya pakai ini malah saldo rekening tiba² ketarik pas jam 4 pagi. Trus ibu saya juga pernah 3 kali ketarik saldo nya pada jam² tidur sekitar jam 3 pagi, padahal posisi tidak melakukan pembayaran atau penarikan apapun. Saya malah jadi was was pakai brimo.",1,1
"Brimo kenapa mau transaksi gak bisa aneh bgt, mau tarik tunai g bisa mau isi shopepay g bisa suka keluar2 sendri mau nulis nominal aja gak bisa ambil di atm juga g bisa pin sudah benar dibilang pin kadaluarsa aneh bgt bikin gak nyaman aja..tolong diperbaiki lagi agar lebih baik lagi.",2,1
Bintang 2 deh. Ga tau ni apk gmn sih. Masa saldo 2 juta ga bisa scan qris. Malah katanya saldo g cukup. Tapi kalo buat tf bisa. Udah 2x tiap mau scan selalu nge lag. Ujung2 nya apa? Ujung2ya ga bisa buat bayar. Cape banget. Udah malu 2x d cafe pas mau byr gegara ni apk. Mana g bawa cash & cafe g nyediain tf/debit. Tolong dong d perbaiki 😒,2,13
"Saya sangat puas dengan aplikasi BRImo, aplikasi nya sangat membantu dan mempermudah kan saya untuk melakukan pembayaran atau pun transfer ke rekening mana pun,dan kita bisa melihat total saldo yang ada di rekening.",5,3
"Sering loading tidak jelas waktunya sampai hitungan jam,kalau kita keluarkan tidak bisa mau nggak mau harus refresh dan tf lagi ternyata masuk 2 kali dan itu sering terjadi,komplain juga tidak ada tanggapan aplikasi yang kurang baik hati2 pemakai brimo",1,4
"dikit dikit internet kurang baik dasar aplikasi lemot, padahal sinyal bagus, guna data guna wifi ga bisa masuk di karenakan internet kurang baik, aplikasi ga jelasss !!!!! PERBAIKI ITU!!!!",1,5
"kenapa saldonya selalu di potong dengan keterangan biaya notifikasi? padahal notifikasi juga sudah di matiin tetap saja saldo terpotong, dan sebulan bisa sampai 50k hanya untuk itu😭 tolong jangan gitu🙏",1,2
"Ada yang sama kah ? Pada tanggal 13 Maret 2025 aplikasi brimo minta update. Setelah saya update ke versi 2.80.0 malah sekarang aplikasi tidak bisa di buka. Setiap aplikasi di buka, beberapa detik langsung keluar sendiri ( nggak ada tulisan Force close juga ). Belum sempet masukkan password, sudah keluar sendiri terus menerus, jadi tidak bisa masuk. Solusinya bagaimana ?",5,9
"Maaf AKU KURANGI BINTANGNYA, habis update malah gagal masuk terus. Alasan tidak ada jaringan emang harus pakai jaringan yang bagaimana biar lancar pakainya?!! Sangat tidak bagus sekarang saat di butuhkan malah susah di gunakan. #kecewa",4,4
"So far sangat memuaskan, tapi saya ada kendala saat menggunakan fitur catatan keuangan dimana sering terjadi bug (catatan pengeluaran yg tiba"" hilang sendiri, ga ke save, etc). Tolong segera diperbaiki",4,4
"Kenapa ada biaya notifikasi yg selalu dipotong, itu sangat merugikan , notifikasi dari BRI dan dipotong dari nasabah, kan sudah bisa dilihat di BRImo mutasi, tidak perlu ada lg notifikasi. Potong 750 kalau 10 kali jd besar jg. Aneh",1,11
"Jujur saya pengguna baru BRI Mobile dan saya niatnya mau login, data yg saya isi sudah benar² sama dengan yg terdaftar di bank tp ttp saja ada tulisan erorr, sudah berkali kali saya coba namun hasilnya ttp ga ada perubahan tolonglah baru login jangan dipersulit",3,0
"jadi notif sms^wa untuk transaksi itu optional klo diaktifkan hrs byr kpotong, gk diaktifkan kdng2 transaksi suka error kode merah, contoh ngisi ewallet, nyampe sih & ada di mutasi, cuma jd gk meyakinkan klo gini..😴",1,1
"tranfer pertama katanya gagal,tranfer kedua berhasil, eh malah berhasil keduanya, jadi double tf ke org lain,orgnya langsung kabur,kocak, tapi di gmail hanya 1 notif pemberitahuan berhasil,gk aman ni BRI, percuma Brimo nangepi pesan ini,uang yg hilang tidak akan kembali😂😂",1,0
stelah saya restart hp knp aplikasinya di buat login masukin email malah tanda titiknya gabisa muncul .. udah 2 hari ini saya coba gabisa bisaaa .. pdahal buat yg lain bisa ..itu knp yah? dri hp saya apa aplikasinya,1,0
"saldo saya sudah terpotong untuk pembelian voucer googleplay namun status transaki masih ""diproses"", sudah buat laporan, katanya 3 hari kelar, tapi sudah hampir satu minggu tidak ada kemajuan, sudah telfon CS tapi sama saja diminta nunggu 3 hari lagi.",1,0
Brimo sekarang udah gak aman kaya dulu males saya pake mbanking saldo selalu berkurang setiap ingin transaksi berkurang 5% atau selebihnya... tanya live chat ke CS juga percuma ngga ditanggepin kurang ramah .... tolong dong tingkatkan keamanan udah berkali-kali update tapi percuma kalo keamanan kurang terjaga saya pengguna brimo jadi kecewa,1,2
"gausah kebanyakan update, mau buat rekening finansial aj harus nunggu 3 hari stelah nunggu 3 hari upload foto KTP gabisa kamera aman jaringan aman, serba susah mau bikin apa"" di persulit!! aplikasi mbangking lain gada tu kyk bginian aman"" aj",1,0
"Aplikasi BanK terburuk di Muka Bumi. tutup saja Aplikasi ini tidak ada guna. Aplikasi dibuat untui memudahkan pelanggang ini malah merepotkan dan menyulitkan. buat emosi! bagimana tidak emosi, saat dibutuhkan hari ini disuru tunggu 1x24 jam. benar SANGAT BURUK APLIKASI BRIMO INI. Mohon diperbaiki untui kenyamanan nasaba.",1,1
"Mau tanya kenapa udah di isi langka 1 dan 2 pas mau memverifikasi wajah kok akses kamera depan minta di izinkan/tidak bisa, padahal akses kamera di hp dan di aplikasi brimo sudah di izinkan..",2,0
"knp selalu ada potongan saldo jika mmg tgl transaksi tgl sekian kenapa notif bri selalu telat seperti tadi katanya potongan SMS dari tgl 30 tpi bru terpotong hari ini, SMS notifikasi sudah saya nonaktifkan masih ttp",2,1
"masak ia, tiap buka aplikasi, lalap update2.. mngkin klo dalam jangka waktu bbrp minggu, oke lah. peningakatan keamanan dan service. lah ini dalam sehari aja bisa bbrpa x update.. kex engk pernah matang tim it nya.,.",3,0
"matikan akses aksesibilitas,hello udh mati fitur nya tapi kenapa tak bisa juga. tiap update pasti muncul hal ini?. menyebalkan. hacker masuk tak lewat fitur aksesibilitas mas bro.",5,0
"Bagus aplikasinya cuma kenapa koq minta update terus ya padahal baru tgl 5 maret kemarin sekarang tgl 7 maret update lagi, Saran aja buat bri jangan sering² update karena filenya jdi tambah besar dan apk jadi lemot, lebih baik kl ada revisi di perbaiki total agar waktu update filenya tetap gak tambah besar. Sekarang sdh 238 mb kl update terus bisa tambah gede tuh dan pengaruh sm kecepatan apk di hp",3,3
"Brimo Apps atau BRI mo apps ini sangatlah bagus, selalu terupdate bila sering sering dibuka apps ini dalam Smartphone saya. Begitu saya melakukan penarikan dan penyetoran uang dan juga transaksi transaksi keuangan baik di BRI sendiri maupun transaksi transfer antar Bank, langsung ada notifikasi pemberitahuan ke BRImo apss. Terimakasih untuk PT.Bank Rakyat Indonesia, Tbk selalu lah mengedepankan dan menginovasikan untuk fasilitas penggunaan fitur fitur yang ada di Aplikasi BRImo ini 😊😁💯🤝👍",5,2
"Setelah update versi terbaru malah gabisa akses aplikasi, udah berhari-hari gabisa login, tiap buka aplikasi nge close mulu, cape akutuh mau transaksi ini itu jadi susah",3,2
"Setelah update kesekiankalinya tetap tidak bisa di buka aplikasi brimonya. Harus mematikan fitur aksesibilitas, akan tetapi sudah mengikuti petujuk yang ada tetap saja tidak bisa masuk. Ribet betul aturanya G fleksible, tolong perhatikan admin.",1,10
"Kenapa tdk bisa transfer dan top up padahal saldo cukup. Tertulis saldo tdk cukup PDHAL SALDO CUKUP!!!!!! ini sangat menganggu dan merepotkan, saya mau beli menggunakan qris tetapi tertulis saldo tdk cukup padahal masih cukup.. very troublesome",3,7
